Name,QuantityType/0,DimensionalClass,SameUnit/0/_uom,SameUnit/0/_namingSystem,CatalogName,CatalogSymbol/_isExplicit,CatalogSymbol/__text,_id,_annotation,QuantityType/1,BaseUnit/BasicAuthority,QuantityType/2,BaseUnit/Description,Deprecated,QuantityType/3,QuantityType/4,QuantityType/5,QuantityType/6,QuantityType/7,SameUnit/1/_uom,SameUnit/1/_namingSystem,SameUnit/2/_uom,SameUnit/2/_namingSystem,QuantityType/8,QuantityType/9,QuantityType/10,QuantityType/11,QuantityType/12,ConversionToBaseUnit/Factor,ConversionToBaseUnit/_baseUnit,ConversionToBaseUnit/Fraction/Numerator,ConversionToBaseUnit/Fraction/Denominator,ConversionToBaseUnit/Formula/A,ConversionToBaseUnit/Formula/B,ConversionToBaseUnit/Formula/C,ConversionToBaseUnit/Formula/D,SameUnit/3/_uom,SameUnit/3/_namingSystem
square feet/cubic inch,area per volume,1/L,ft2/in3,RP66,POSC,true,ft2/in3,ft2Pin3,ft2/in3,,,,,,,,,,,,,,,,,,,,5669.291,1/m,,,,,,,,
square feet/second,kinematic viscosity,L2/T,ft2/s,RP66,POSC,true,ft2/s,ft2Ps,ft2/s,thermal diffusivity,,area per time,,,,,,,,,,,,,,,,,0.09290304,m2/s,,,,,,,,
cubic feet,volume,L3,ft3,RP66,POSC,true,ft3,ft3,ft3,,,,,,,,,,,cu ft,POSC,,,,,,,,0.02831685,m3,,,,,,,,
cubic feet at standard conditions,standard volume,M3,scf(60F),POSC,POSC,true,"ft3(std,60F)","ft3(std,60F)","ft3(std,60F)",,,,,2,,,,,,,,,,,,,,,0.0011953,scm(15C),,,,,,,,
cubic feet/barrel,volume per volume,1,ft3/bbl,RP66,POSC,true,ft3/bbl,ft3Pbbl,ft3/bbl,,,,,,,,,,,,,,,,,,,,,Euc,0.02831685,0.1589873,,,,,,
cubic feet/day,volume flow rate,L3/T,ft3/d,RP66,POSC,true,ft3/d,ft3Pd,ft3/d,,,,,,,,,,,,,,,,,,,,,m3/s,0.02831685,86400,,,,,,
cubic feet/day foot psi,unit productivity index,L3T/M,ft3/d.ft.psi,RP66,POSC,true,ft3/d.ft.psi,ft3PdTftTpsi,ft3/d.ft.psi,,,,,,,,,,,,,,,,,,,,,m2/Pa.s,0.09290304,5957067005,,,,,,
cubic feet/day/day,volume per time per time,L3/T2,ft3/d2,RP66,POSC,true,ft3/d2,ft3Pd2,ft3/d2,,,,,,,,,,,,,,,,,,,,,m3/s2,0.02831685,7464960000,,,,,,
cubic feet/foot,volume per length,L2,ft3/ft,RP66,POSC,true,ft3/ft,ft3Pft,ft3/ft,,,,,,,,,,,,,,,,,,,,0.09290304,m2,,,,,,,,
cubic feet/cubic foot,volume per volume,1,ft3/ft3,RP66,POSC,true,ft3/ft3,ft3Pft3,ft3/ft3,,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
cubic feet/hour,volume flow rate,L3/T,ft3/h,RP66,POSC,true,ft3/h,ft3Ph,ft3/h,,,,,,,,,,,,,,,,,,,,,m3/s,0.02831685,3600,,,,,,
cubic feet/hour/hour,volume per time per time,L3/T2,ft3/h2,RP66,POSC,true,ft3/h2,ft3Ph2,ft3/h2,,,,,,,,,,,,,,,,,,,,,m3/s2,0.02831685,12960000,,,,,,
cubic feet per kilogram,specific volume,L3/M,ft3/kg,RP66,POSC,true,ft3/kg,ft3Pkg,ft3/kg,massic volume,,,,,,,,,,,,,,,,,,,0.02831685,m3/kg,,,,,,,,
cubic feet/pound mass,specific volume,L3/M,ft3/lbm,RP66,POSC,true,ft3/lbm,ft3Plbm,ft3/lbm,massic volume,,,,,,,,,,,,,,,,,,,0.06242796,m3/kg,,,,,,,,
cubic feet/minute,volume flow rate,L3/T,ft3/min,RP66,POSC,true,ft3/min,ft3Pmin,ft3/min,,,,,,,,,,,,,,,,,,,,,m3/s,0.02831685,60,,,,,,
cubic feet/min square foot,volume per time per area,L/T,ft3/min.ft2,RP66,POSC,true,ft3/min.ft2,ft3PminTft2,ft3/min.ft2,,,,,,,,,,,,,,,,,,,,,m/s,0.3048,60,,,,,,
cubic feet/minute/minute,volume per time per time,L3/T2,ft3/min2,RP66,POSC,true,ft3/min2,ft3Pmin2,ft3/min2,,,,,,,,,,,,,,,,,,,,,m3/s2,0.02831685,3600,,,,,,
cubic feet/mole (pound mass),molar volume,L3/N,,,POSC,true,ft3/lbmole,ft3Plbmole,ft3/lbmole,,,,,,,,,,,,,,,,,,,,0.00006242796,m3/mol,,,,,,,,
cubic feet/mole (pound mass),molar volume,L3/N,,,POSC,true,ft3/mol(lbm),ft3Pmol(lbm),ft3/mol(lbm),,,,,2.2,,,,,,,,,,,,,,,0.06242796,m3/mol,,,,,,,,
cubic feet/second,volume flow rate,L3/T,ft3/s,RP66,POSC,true,ft3/s,ft3Ps,ft3/s,,,,,,,,,,,,,,,,,,,,0.02831685,m3/s,,,,,,,,
cubic feet/second square foot,volume per time per area,L/T,ft3/s.ft2,RP66,POSC,true,ft3/s.ft2,ft3PsTft2,ft3/s.ft2,,,,,,,,,,,,,,,,,,,,0.3048,m/s,,,,,,,,
cubic feet/second/second,volume per time per time,L3/T2,ft3/s2,RP66,POSC,true,ft3/s2,ft3Ps2,ft3/s2,,,,,,,,,,,,,,,,,,,,0.02831685,m3/s2,,,,,,,,
cubic feet per 94 pound sack,specific volume,L3/M,,,POSC,true,ft3/sack94,ft3Psack94,ft3/sack94,massic volume,,,,,,,,,,,,,,,,,,,,m3/kg,0.02831685,42.63769,,,,,,
"cubic feet/std cubic foot, 60 deg F",volume per standard volume,1,,,POSC,true,ft3/scf(60F),ft3Pscf(60F),ft3/scf(60F),,,,,,,,,,,,,,,,,,,,1,m3/scm(15C),,,,,,,,
British Foot (Benoit 1895 A),length,L,,,POSC,true,ftBnA,ftBnA,ftBnA,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,0.9143992,3,,,,,,
British Foot (Benoit 1895 B),length,L,,,POSC,true,ftBnB,ftBnB,ftBnB,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,12,39.370113,,,,,,
British Foot 1865,length,L,,,POSC,true,ftBr(65),ftBr(65),ftBr(65),depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,0.9144025,3,,,,,,
Imperial Foot,length,L,ftCla,RP66,POSC,true,ftCla,ftCla,ftCla,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,0.304797265,m,,,,,,,,
Gold Coast Foot,length,L,,,POSC,true,ftGC,ftGC,ftGC,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,6378300,20926201,,,,,,
Indian Foot,length,L,,,POSC,true,ftInd,ftInd,ftInd,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,12,39.370142,,,,,,
"Indian Foot, 1937",length,L,,,POSC,true,ftInd(37),ftInd(37),ftInd(37),depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,0.30479841,m,,,,,,,,
"Indian Foot, 1962",length,L,,,POSC,true,ftInd(62),ftInd(62),ftInd(62),depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,0.3047996,m,,,,,,,,
"Indian Foot, 1975",length,L,,,POSC,true,ftInd(75),ftInd(75),ftInd(75),depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,0.3047995,m,,,,,,,,
Modified American Foot,length,L,ftAM,RP66,POSC,true,ftMA,ftMA,ftMA,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,0.304812253,m,,,,,,,,
Sears Foot,length,L,,,POSC,true,ftSe,ftSe,ftSe,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,12,39.370147,,,,,,
US Survey Foot,length,L,ftUS,RP66,POSC,true,ftUS,ftUS,ftUS,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,12,39.37,,,,,,
gram,mass,M,g,RP66,POSC,true,g,g,g,,,,,,,,,,,,,,,,,,,,0.001,kg,,,,,,,,
gram feet/cubic centimetre second,mass per time per area,M/L2T,g.ft/cm3.s,RP66,POSC,true,g.ft/cm3.s,gTftPcm3Ts,g.ft/cm3.s,,,,,,,,,,,,,,,,,,,,,kg/m2.s,0.0003048,0.000001,,,,,,
grams/cubic centimetre,density,M/L3,g/cm3,RP66,POSC,true,g/cm3,gPcm3,g/cm3,mass density,,volumic mass,,,,,,,,,,,,,,,,,1000,kg/m3,,,,,,,,
grams/centimetre fourth,mass per volume per length,M/L4,g/cm4,RP66,POSC,true,g/cm4,gPcm4,g/cm4,,,,,,,,,,,,,,,,,,,,100000,kg/m4,,,,,,,,
grams/cubic decimetre,density,M/L3,g/dm3,RP66,POSC,true,g/dm3,gPdm3,g/dm3,mass density,,volumic mass,,,,,,,,,,,,,,,,,1,kg/m3,,,,,,,,
grams/UK gallon,density,M/L3,g/galUK,RP66,POSC,true,g/galUK,gPgalUK,g/galUK,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.2199692,kg/m3,,,,,,,,
grams/US gallon,density,M/L3,g/galUS,RP66,POSC,true,g/galUS,gPgalUS,g/galUS,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.264172,kg/m3,,,,,,,,
grams/kilogram,mass concentration,1,g/kg,RP66,POSC,true,g/kg,gPkg,g/kg,,,,,,,,,,,,,,,,,,,,0.001,Euc,,,,,,,,
grams/litre,density,M/L3,g/L,RP66,POSC,true,g/L,gPL,g/L,mass density,,volumic mass,,,,,,,,g/dm3,POSC,,,,,,,,1,kg/m3,,,,,,,,
grams/cubic metre,density,M/L3,g/m3,RP66,POSC,true,g/m3,gPm3,g/m3,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.001,kg/m3,,,,,,,,
grams/second,mass flow rate,M/T,g/s,RP66,POSC,true,g/s,gPs,g/s,,,,,,,,,,,,,,,,,,,,0.001,kg/s,,,,,,,,
gigayears,time,T,,,POSC,true,Ga,Ga,Ga,,,,,,,,,,,,,,,,,,,,3.155815E+016,s,,,,,,,,
galileo,acceleration linear,L/T2,,,POSC,true,Gal,Gal,Gal,,,,,,,,,,,,,,,,,,,,0.01,m/s2,,,,,,,,
US gallons/94 lb sack,specific volume,L3/M,,,POSC,true,gal/sack,galPsack,gal/sack,massic volume,,,,2,,,,,,,,,,,,,,,,m3/kg,0.003785412,42.63769,,,,,,
UK gallon,volume,L3,galUK,RP66,POSC,true,galUK,galUK,galUK,,,,,,,,,,,,,,,,,,,,0.004546092,m3,,,,,,,,
UK gallons per day,volume flow rate,L3/T,galUK/d,RP66,POSC,true,galUK/d,galUKPd,galUK/d,,,,,,,,,,,,,,,,,,,,,m3/s,0.004549092,86400,,,,,,
UK gallons/cubic foot,volume per volume,1,galUK/ft3,RP66,POSC,true,galUK/ft3,galUKPft3,galUK/ft3,,,,,,,,,,,,,,,,,,,,0.1605437,Euc,,,,,,,,
UK gallons/hour,volume flow rate,L3/T,galUK/h,RP66,POSC,true,galUK/hr,galUKPhr,galUK/hr,,,,,,,,,,,,,,,,,,,,,m3/s,0.004549092,3600,,,,,,
UK gallons/hour foot,volume per time per length,L2/T,galUK/h.ft,RP66,POSC,true,galUK/hr.ft,galUKPhrTft,galUK/hr.ft,,,,,,,,,,,,,,,,,,,,0.000004143055,m2/s,,,,,,,,
UK gallons/hour square foot,volume per time per area,L/T,galUK/h.ft2,RP66,POSC,true,galUK/hr.ft2,galUKPhrTft2,galUK/hr.ft2,,,,,,,,,,,,,,,,,,,,0.0000135927,m/s,,,,,,,,
UK gallons/hour inch,volume per time per length,L2/T,galUK/h.in,RP66,POSC,true,galUK/hr.in,galUKPhrTin,galUK/hr.in,,,,,,,,,,,,,,,,,,,,0.00004971667,m2/s,,,,,,,,
UK gallons/hour square inch,volume per time per area,L/T,galUK/h.in2,RP66,POSC,true,galUK/hr.in2,galUKPhrTin2,galUK/hr.in2,,,,,,,,,,,,,,,,,,,,0.001957349,m/s,,,,,,,,
UK gallons/hour/hour,volume per time per time,L3/T2,galUK/h2,RP66,POSC,true,galUK/hr2,galUKPhr2,galUK/hr2,,,,,,,,,,,,,,,,,,,,,m3/s2,0.004546092,12960000,,,,,,
UK gallons per thousand UK gallons,volume per volume,1,,,POSC,true,galUK/kgalUK,galUKPkgalUK,galUK/kgalUK,,,,,,,,,,,,,,,,,,,,0.001,Euc,,,,,,,,
UK gallons/pound mass,specific volume,L3/M,galUK/lbm,RP66,POSC,true,galUK/lbm,galUKPlbm,galUK/lbm,massic volume,,,,,,,,,,,,,,,,,,,0.01002242,m3/kg,,,,,,,,
UK gallons/1000 barrels,volume per volume,1,,,POSC,true,galUK/Mbbl,galUKPMbbl,galUK/Mbbl,,,,,,,,,,,,,,,,,,,,0.00002859406,Euc,,,,,,,,
UK gallons/mile,volume per length,L2,galUK/mi,RP66,POSC,true,galUK/mi,galUKPmi,galUK/mi,,,,,,,,,,,,,,,,,,,,,m2,0.004546092,1609.344,,,,,,
UK gallons/minute,volume flow rate,L3/T,galUK/min,RP66,POSC,true,galUK/min,galUKPmin,galUK/min,,,,,,,,,,,,,,,,,,,,,m3/s,0.004549092,60,,,,,,
UK gallons/minute foot,volume per time per length,L2/T,galUK/min.ft,RP66,POSC,true,galUK/min.ft,galUKPminTft,galUK/min.ft,,,,,,,,,,,,,,,,,,,,0.0002485333,m2/s,,,,,,,,
UK gallons/minute square foot,volume per time per area,L/T,galUK/min.ft2,RP66,POSC,true,galUK/min.ft2,galUKPminTft2,galUK/min.ft2,,,,,,,,,,,,,,,,,,,,0.0008155621,m/s,,,,,,,,
UK gallons/minute/minute,volume per time per time,L3/T2,galUK/min2,RP66,POSC,true,galUK/min2,galUKPmin2,galUK/min2,,,,,,,,,,,,,,,,,,,,,m3/s2,0.004546092,3600,,,,,,
US gallons,volume,L3,galUS,RP66,POSC,true,galUS,galUS,galUS,,,,,,,,,,,,,,,,,,,,0.003785412,m3,,,,,,,,
US gallons per ten barrels,volume per volume,1,,,POSC,true,galUS/10bbl,galUSP10bbl,galUS/10bbl,,,,,,,,,,,,,,,,,,,,0.002380952381,Euc,,,,,,,,
US gallons/barrels,volume per volume,1,galUS/bbl,RP66,POSC,true,galUS/bbl,galUSPbbl,galUS/bbl,,,,,,,,,,,,,,,,,,,,0.02380952381,Euc,,,,,,,,
US gallons per day,volume flow rate,L3/T,galUS/d,RP66,POSC,true,galUS/d,galUSPd,galUS/d,,,,,,,,,,,,,,,,,,,,,m3/s,0.003785412,86400,,,,,,
US gallons/foot,volume per length,L2,galUS/ft,RP66,POSC,true,galUS/ft,galUSPft,galUS/ft,,,,,,,,,,,,,,,,,,,,,m2,0.003785412,0.3048,,,,,,
US gallons/cubic foot,volume per volume,1,galUS/ft3,RP66,POSC,true,galUS/ft3,galUSPft3,galUS/ft3,,,,,,,,,,,,,,,,,,,,0.1336806,Euc,,,,,,,,
US gallons/hour,volume flow rate,L3/T,galUS/h,RP66,POSC,true,galUS/hr,galUSPhr,galUS/hr,,,,,,,,,,,,,,,,,,,,,m3/s,0.003785412,3600,,,,,,
US gallons/foot hour,volume per time per length,L2/T,galUS/h.ft,RP66,POSC,true,galUS/hr.ft,galUSPhrTft,galUS/hr.ft,,,,,,,,,,,,,,,,,,,,0.000003449814,m2/s,,,,,,,,
US gallons/hour square foot,volume per time per area,L/T,galUS/h.ft2,RP66,POSC,true,galUS/hr.ft2,galUSPhrTft2,galUS/hr.ft2,,,,,,,,,,,,,,,,,,,,0.00001131829,m/s,,,,,,,,
US gallons/hour inch,volume per time per length,L2/T,galUS/h.in,RP66,POSC,true,galUS/hr.in,galUSPhrTin,galUS/hr.in,,,,,,,,,,,,,,,,,,,,0.00004139776,m2/s,,,,,,,,
US gallons/hour square inch,volume per time per area,L/T,galUS/h.in2,RP66,POSC,true,galUS/hr.in2,galUSPhrTin2,galUS/hr.in2,,,,,,,,,,,,,,,,,,,,0.001629833,m/s,,,,,,,,
US gallons/hour/hour,volume per time per time,L3/T2,galUS/h2,RP66,POSC,true,galUS/hr2,galUSPhr2,galUS/hr2,,,,,,,,,,,,,,,,,,,,,m3/s2,0.003785412,12960000,,,,,,
US gallons per thousand US gallons,volume per volume,1,,,POSC,true,galUS/kgalUS,galUSPkgalUS,galUS/kgalUS,,,,,,,,,,,,,,,,,,,,0.001,Euc,,,,,,,,
US gallons/pound mass,specific volume,L3/M,galUS/lbm,RP66,POSC,true,galUS/lbm,galUSPlbm,galUS/lbm,massic volume,,,,,,,,,,,,,,,,,,,0.008345404,m3/kg,,,,,,,,
US gallons/1000 barrels,volume per volume,1,,,POSC,true,galUS/Mbbl,galUSPMbbl,galUS/Mbbl,,,,,,,,,,,,,,,,,,,,0.00002380952,Euc,,,,,,,,
US gallons/mile,volume per length,L2,galUS/mi,RP66,POSC,true,galUS/mi,galUSPmi,galUS/mi,,,,,,,,,,,,,,,,,,,,,m2,0.003785412,1609.344,,,,,,
US gallons/minute,volume flow rate,L3/T,galUS/min,RP66,POSC,true,galUS/min,galUSPmin,galUS/min,,,,,,,,,,,,,,,,,,,,,m3/s,0.003785412,60,,,,,,
US gallons/minute foot,volume per time per length,L2/T,galUS/min.ft,RP66,POSC,true,galUS/min.ft,galUSPminTft,galUS/min.ft,,,,,,,,,,,,,,,,,,,,0.0002069888,m2/s,,,,,,,,
US gallons/minute square foot,volume per time per area,L/T,galUS/min.ft2,RP66,POSC,true,galUS/min.ft2,galUSPminTft2,galUS/min.ft2,,,,,,,,,,,,,,,,,,,,0.0006790972,m/s,,,,,,,,
US gallons/minute/minute,volume per time per time,L3/T2,galUS/min2,RP66,POSC,true,galUS/min2,galUSPmin2,galUS/min2,,,,,,,,,,,,,,,,,,,,,m3/s2,0.003785412,3600,,,,,,
"US gals/1000 std cubic feet, 60 deg F",volume per standard volume,1,,,POSC,true,galUS/Mscf(60F),galUSPMscf(60F),galUS/Mscf(60F),,,,,,,,,,,,,,,,,,,,,m3/scm(15C),0.003785412,28.262357,,,,,,
US gallons/94 lb sack,specific volume,L3/M,,,POSC,true,galUS/sack94,galUSPsack94,galUS/sack94,massic volume,,,,,,,,,,,,,,,,,,,,m3/kg,0.003785412,42.63769,,,,,,
US gallons/UK ton,specific volume,L3/M,galUS/tonUK,RP66,POSC,true,galUS/tonUK,galUSPtonUK,galUS/tonUK,massic volume,,,,,,,,,,,,,,,,,,,0.000003725627,m3/kg,,,,,,,,
US gallons/US ton,specific volume,L3/M,galUS/tonUS,RP66,POSC,true,galUS/tonUS,galUSPtonUS,galUS/tonUS,massic volume,,,,,,,,,,,,,,,,,,,0.000004172702,m3/kg,,,,,,,,
gamma,linear electric current density,C/L,,,POSC,true,gamma,gamma,gamma,magnetic field strength,,magnetization,,,,,,,,,,,,,,,,,0.0007957747,A/m,,,,,,,,
gauss,magnetic induction,M/CT2,,,POSC,true,gauss,gauss,gauss,magnetic flux density,,,,,,,,,,,,,,,,,,,0.0001,T,,,,,,,,
gigabecquerel,activity (of radioactivity),1/T,GBq,RP66,POSC,true,GBq,GBq,GBq,,,,,,,,,,,,,,,,,,,,1000000000,Bq,,,,,,,,
billions of electron volts,energy,L2M/T2,GeV,RP66,POSC,true,GeV,GeV,GeV,work,,,,,,,,,,,,,,,,,,,0.000000000160219,J,,,,,,,,
gram force,force,LM/T2,gf,RP66,POSC,true,gf,gf,gf,,,,,,,,,,,,,,,,,,,,0.00980665,N,,,,,,,,
gigahertz,frequency,1/T,GHz,RP66,POSC,true,GHz,GHz,GHz,,,,,,,,,,,,,,,,,,,,6283185307,rad/s,,,,,,,,
gigajoule,energy,L2M/T2,GJ,RP66,POSC,true,GJ,GJ,GJ,work,,,,,,,,,,,,,,,,,,,1000000000,J,,,,,,,,
gravity,acceleration linear,L/T2,gn,RP66,POSC,true,gn,gn,gn,,,,,,,,,,,,,,,,,,,,9.80665,m/s2,,,,,,,,
gigaohm,resistance,L2M/C2T3,Gohm,RP66,POSC,true,Gohm,Gohm,Gohm,impedance,,,,,,,,,,,,,,,,,,,1000000000,ohm,,,,,,,,
gons,plane angle,A,,,POSC,true,gon,gon,gon,,,,,,,,,,,,,,,,,,,,0.015707963268,rad,,,,,,,,
gigapascal,force per area,M/LT2,GPa,RP66,POSC,true,GPa,GPa,GPa,pressure,,,,,,,,,,,,,,,,,,,1000000000,Pa,,,,,,,,
gigapascal per centimeter,force per volume,M/L2T2,GPa/cm,RP66,POSC,true,GPa/cm,GPaPcm,GPa/cm,pressure per length,,,,,,,,,,,,,,,,,,,100000000000,Pa/m,,,,,,,,
gigapascal squared,pressure squared,M2/L2T4,GPa2,RP66,POSC,true,GPa2,GPa2,GPa2,,,,,,,,,,,,,,,,,,,,1E+018,Pa2,,,,,,,,
grad,plane angle,A,grad,POSC,POSC,true,gr,gr,gr,,,,,,,,,,,,,,,,,,,,0.015707963268,rad,,,,,,,,
gigaradian,plane angle,A,Grad,RP66,POSC,true,Grad,Grad,Grad,,,,,2.2,,,,,,,,,,,,,,,1000000000,rad,,,,,,,,
grain,mass,M,,,POSC,true,grain,grain,grain,,,,,,,,,,,,,,,,,,,,0.00006479891,kg,,,,,,,,
grains/100 cubic feet,density,M/L3,grain/ft3(100),POSC,POSC,true,grain/100ft3,grainP100ft3,grain/100ft3,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.00002288352,kg/m3,,,,,,,,
grains/cubic foot,density,M/L3,,,POSC,true,grain/ft3,grainPft3,grain/ft3,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.002288352,kg/m3,,,,,,,,
grains/100 cubic feet,density,M/L3,grain/100ft3,POSC,POSC,true,grain/ft3(100),grainPft3(100),grain/ft3(100),mass density,,volumic mass,,2,,,,,,,,,,,,,,,0.00002288352,kg/m3,,,,,,,,
grains/US gallon,density,M/L3,,,POSC,true,grain/galUS,grainPgalUS,grain/galUS,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.01711806,kg/m3,,,,,,,,
gigasiemens,electric conductance,C2T3/L2M,GS,RP66,POSC,true,GS,GS,GS,admittance,,susceptance,,,,,,,,,,,,,,,,,1000000000,S,,,,,,,,
giga standard cubic metres 15C,standard volume,M3,,,POSC,true,Gsm3,Gsm3,Gsm3,,,,,,,,,,,,,,,,,,,,1000000000,scm(15C),,,,,,,,
gigawatt,power,L2M/T3,GW,RP66,POSC,true,GW,GW,GW,heat flow rate,,,,,,,,,,,,,,,,,,,1000000000,W,,,,,,,,
gigawatt hour,energy,L2M/T2,GW.h,RP66,POSC,true,GW.h,GWTh,GW.h,work,,,,,,,,,,,,,,,,,,,3600000000000,J,,,,,,,,
hour,time,T,h,RP66,POSC,true,h,h,h,,,,,,,,,,,,,,,,,,,,3600,s,,,,,,,,
hours/cubic foot,time per volume,T/L3,h/ft3,RP66,POSC,true,h/ft3,hPft3,h/ft3,,,,,,,,,,,,,,,,,,,,,s/m3,3600,0.028316846592,,,,,,
hour per thousand foot,time per length,T/L,,,POSC,true,h/kft,hPkft,h/kft,,,,,,,,,,,,,,,,,,,,,s/m,3600,304.8,,,,,,
hour per kilometer,time per length,T/L,h/km,RP66,POSC,true,h/km,hPkm,h/km,,,,,,,,,,,,,,,,,,,,3.6,s/m,,,,,,,,
hour per cubic meter,time per volume,T/L3,h/m3,RP66,POSC,true,h/m3,hPm3,h/m3,,,,,,,,,,,,,,,,,,,,3600,s/m3,,,,,,,,
hectare,area,L2,ha,RP66,POSC,true,ha,ha,ha,,,,,,,,,,,,,,,,,,,,10000,m2,,,,,,,,
hectare metres,volume,L3,ha.m,RP66,POSC,true,ha.m,haTm,ha.m,,,,,,,,,,,,,,,,,,,,10000,m3,,,,,,,,
hectobar,force per area,M/LT2,hbar,RP66,POSC,true,hbar,hbar,hbar,pressure,,,,,,,,,,,,,,,,,,,10000000,Pa,,,,,,,,
hydraulic horsepower,power,L2M/T3,hhp,RP66,POSC,true,hhp,hhp,hhp,,,,,,,,,,,,,,,,,,,,746.043,W,,,,,,,,
(hydraulic) horsepower per square inch,density of heat flow rate,M/T3,hhp/in2,RP66,POSC,true,hhp/in2,hhpPin2,hhp/in2,poynting vector,,radiant energy,,,fluence rate,radiant exitance,irradiance,sound intensity,energy fluence rate,,,,,,,,,,,W/m2,746.043,0.00064516,,,,,,
hectoliter,volume,L3,hL,RP66,POSC,true,hL,hL,hL,,,,,,,,,,,,,,,,,,,,0.1,m3,,,,,,,,
horsepower,power,L2M/T3,hp,RP66,POSC,true,hp,hp,hp,,,,,,,,,,,,,,,,,,,,745.6999,W,,,,,,,,
horsepower hour,energy,L2M/T2,hp.h,RP66,POSC,true,hp.hr,hpThr,hp.hr,work,,,,,,,,,,,,,,,,,,,2684520,J,,,,,,,,
horsepower hours/barrel,normal stress,M/LT2,hp.h/bbl,RP66,POSC,true,hp.hr/bbl,hpThrPbbl,hp.hr/bbl,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,,J/m3,2684520,0.1589873,,,,,,
horsepower hours/pound mass,specific energy,L2/T2,hp.h/lbm,RP66,POSC,true,hp.hr/lbm,hpThrPlbm,hp.hr/lbm,,,,,,,,,,,,,,,,,,,,,J/kg,2684520,0.4535924,,,,,,
horsepower/cubic foot,power per volume,M/LT3,hp/ft3,RP66,POSC,true,hp/ft3,hpPft3,hp/ft3,,,,,,,,,,,,,,,,,,,,26334.14,W/m3,,,,,,,,
horsepower per square inch,density of heat flow rate,M/T3,hp/in2,RP66,POSC,true,hp/in2,hpPin2,hp/in2,poynting vector,,radiant energy,,,fluence rate,radiant exitance,irradiance,sound intensity,energy fluence rate,,,,,,,,,,,W/m2,745.6999,0.00064516,,,,,,
hundred seconds,time,T,,,POSC,true,hs,hs,hs,,,,,,,,,,,,,,,,,,,,100,s,,,,,,,,
inch,length,L,in,RP66,POSC,true,in,in,in,breadth,,height,,,thickness,radius,radius of curvature,Cartesian coordinates,diameter,,,,,length of path,distance,wavelength,mean free path,,0.0254,m,,,,,,,,
tenth of an inch,length,L,,,POSC,true,in/10,inP10,in/10,breadth,,height,,,thickness,radius,radius of curvature,Cartesian coordinates,diameter,,,,,,,,,,0.00254,m,,,,,,,,
16th of an inch,length,L,1/16 in,RP66,POSC,true,in/16,inP16,in/16,breadth,,height,,,thickness,radius,radius of curvature,Cartesian coordinates,diameter,,,,,,,,,,0.0015875,m,,,,,,,,
32nd of an inch,length,L,1/32 in,RP66,POSC,true,in/32,inP32,in/32,breadth,,height,,,thickness,radius,radius of curvature,Cartesian coordinates,diameter,,,,,,,,,,0.00079375,m,,,,,,,,
64th of an inch,length,L,1/64 in,RP66,POSC,true,in/64,inP64,in/64,breadth,,height,,,thickness,radius,radius of curvature,Cartesian coordinates,diameter,,,,,,,,,,0.000396875,m,,,,,,,,
inches/year,velocity,L/T,in/a,RP66,POSC,true,in/a,inPa,in/a,,,,,,,,,,,,,,,,,,,,,m/s,0.0254,31558150,,,,,,
inches/inch degree Fahrenheit,linear thermal expansion,1/K,in/in.degF,RP66,POSC,true,in/in.degF,inPinTdegF,in/in.degF,,,,,,,,,,,,,,,,,,,,1.8,1/K,,,,,,,,
inches/minute,velocity,L/T,in/min,RP66,POSC,true,in/min,inPmin,in/min,,,,,,,,,,,,,,,,,,,,,m/s,0.0254,60,,,,,,
inches/second,velocity,L/T,in/s,RP66,POSC,true,in/s,inPs,in/s,,,,,,,,,,,,,,,,,,,,0.0254,m/s,,,,,,,,
square inches,area,L2,in2|sq in,RP66,POSC,true,in2,in2,in2,,,,,,,,,,,sq in,POSC,,,,,,,,0.00064516,m2,,,,,,,,
square inches/square foot,area per area,1,in2/ft2,RP66,POSC,true,in2/ft2,in2Pft2,in2/ft2,shear strain,,,,,,,,,,,,,,,,,,,,Euc,1,144,,,,,,
